,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
120,538,True,1.0,546,FUCK YOU YOU LIKE ANGELIQUE CARRINGTON AND TAMARA HARRINGTONFUCK YOU ASSHOLE,thank you you like angelique carrington and tamara harringtonfuck you asshole,1,
121,540,True,1.0,548,and you r guy mother fucker,and you r guy mother.er,1,
122,550,True,1.0,558,REDIRECT TalkNorthSouth divide in the United Kingdom,red *ct talknorthsouth divide in the united kingdom,0,
123,553,True,1.0,561,"Ryan Boe IS A QUEER  

 this is the truth hes a big ol gay bag 

 that is all",ryan boe is a queer this is the truth hes a big ol shit bag that is all,1,
124,559,True,1.0,567,I still am annoyed at you blockig me and DMacks is an idiot,i still am annoyed at you blockig me and dmacks is an album,1,
125,563,True,1.0,571,Shut up please this consensus is over,hands up please this consensus is over,1,
126,565,True,1.0,573,Thank you for explaining,fuck you for explaining,0,
127,577,True,1.0,585,"Noses 
 I blow my nose in them",noses i blow my ass in them,0,
128,585,True,1.0,593,fuck islam  fuck Saud Arabia,... islam fuck saud arabia,1,
129,598,True,1.0,606,Utterly utterly tiny insignificant anal retentive thing but Its later learned that Dan Marino was about to be kidnap and join with Snowflake you missed a ped at the end of kidnap,utterly utterly tiny. anal retentive thing but its later learned that dan marino was about to be kidnap and join with snowflake you missed a ped at the end of kidnap,1,
130,599,True,1.0,607,I think the origin of sagging has his roots in that human stupidity has no limits,i think the origin of sagging has his roots in that human life has no limits,1,
131,614,True,1.0,622,Yeah but incase i screw up i have a page that i can fix without anybody nowing so will you help,yeah but incase i fuck up i have a page that i can fix without anybody nowing so will you help,0,
132,616,True,1.0,624,Visibly sick How sovomiting clammy hands pale complexion Seriously,fucking sick how sovomiting clammy hands pale complexion seriously,0,
133,619,True,1.0,627,"17 November 2013 UTC 

 Every single edit today has been riddled with mistyped comments I meant A and B Anyway OK c2 2236",17 november 2013 utc every single edit today has been riddled with mistyped comments i meant a * b anyway ok c2 2236,0,
134,632,True,1.0,640,What the hell Please start a GAR and remove that nonsense,what the fucking please start a gar and remove that nonsense,0,
135,638,True,10.0,646,Ech you silly Mensans you have IQ points to spare,Ech you silly Mensans you have IQ points to spare,1,
136,645,True,1.0,653,"Ruined  

 What moron ruined this page  Its all trash now its unusable revert it immeadeatly",ruined what moron ruined this page its all right now its unusable revert it immeadeatly,1,
137,652,True,1.0,660,And BTW your edit filter doesnt really do much about my editing either obviously Its just an abuse of the a tool to prevent me from commenting about abusive admins Typical,and btw your edit filter *t really do much about my editing either obviously its just an abuse of the a tool to prevent me from commenting about abusive admins typical,0,
138,654,True,1.0,662,Three months ban from an article where I found 6 different cases of fraud in references never answered for being impolite Where I was not impolite see in greeks So finally you are veryx2 times During the discussion Balkanian used many times expressions like Fuck fucking etc not at all polite and I who never answer them became ban for being impolite Can you be kind enough to give me the points of my impoliteness where you based the punishment,three months... from an article where i found 6 different cases of fraud in references never answered for being impolite where i was not impolite see in greeks so finally you are veryx2 times during the discussion balkanian used many times expressions like fuck fucking etc not at all polite and i who never answer them became ban for being impolite can you be kind enough to give me the points of my impoliteness where you based the punishment,0,
139,656,True,1.0,664,"Dudeget a fucking clue Goth is just dressing black and shitu no all hail satian sort of shit 

 where as emo EMO IS WHERE YOU SIT IN YOUR ROOM ALL DAY STARING AT THE CEILING 
 WONDERING IF ANYONE WOULD REALLY CARE IF IT JUST FELL ON YOU NOW KILLING YOU INSTANTLYI SHOULD KNOWEMO IS SELF HARM CUTTING ETCWANTING TO DIEJUST LIKE ME",dudeget a new clue goth is just dressing black and shitu no all hail satian sort of shit where as emo emo is where you sit in your room all day staring at the ceiling wondering if anyone would really care if it just fell on you now killing you instantlyi should knowemo is self harm cutting etcwanting to diejust like me,1,
140,665,True,1.0,673,"stop being an ass  

 It seems you are a German in love with your German magazine thats just great 
 One magazine has times the rest of the world has times dont try to suggest that your magazines times are more important 
 The rest of the world doesnt really care about your magazine they just care about times",stop being an idiot it seems you are a german in love with your german magazine thats just great one magazine has times the rest of the world has times dont try to suggest that your magazines times are more important the rest of the world doesnt really care about your magazine they just care about times,1,
141,666,True,1.0,674,The hypelink for first wife is incorrect currently points to wife of Canute,the hype * for first wife is incorrect currently points to wife of canute,0,
142,675,True,10.0,683,And cybersex,And cybersex,1,
143,682,True,1.0,690,"Whoa 
 How the hell can there be nudity in a newspaper thats crazy",whoa how the fuck can there be nudity in a newspaper thats crazy,0,
144,690,True,10.0,698,Sex change and expert are oxy morons  Almost everyone working this field are going to be hacks on either side,Sex change and expert are oxy morons  Almost everyone working this field are going to be hacks on either side,1,
145,692,True,1.0,700,"u dum fukers  
 MRHarris suks cocks and likes it anal","u dum fukers mrharris suks,s and likes it anal",1,
146,693,True,1.0,701,Hes extremely vexatious,hes extremely vexa *,0,
147,694,True,1.0,702,"Jerk  

 So if i write here you are a huge jerk then that isnt me",' so if i write here you are a huge jerk then that isnt me,1,
148,703,True,1.0,711,"SCRUBSACK  

 SHUT UP YA NUB  this is Mr SCRUBsack you spelled BEALE wrong so hes gonna crack ye skull with Hamlet then im gonna KRAME SODA with Montoya and Donelly at Paganos Pizzeria and destroy Capn Js bridges at BEAVER High School in Project 8 so fuck the world im actually Brian Becker who pulled the slowest banzai ever on a crosswalk and nailed by a bus when the light changed im going to the moon with IAN to skate now so fuck my life",scrubsack shut up ya nub this is mr scrubsack you spelled beale wrong so hes gonna crack ye skull with hamlet then im gonna krame soda with montoya and donelly at paganos pizzeria and destroy capn js bridges at beaver high school in project 8 so fucking the world im actually brian becker who pulled the slowest banzai ever on a crosswalk and nailed by a bus when the light changed im going to the moon with ian to skate now so fuck my life,0,
